N,P,K,Soil_pH,Soil_Moisture,Soil_Type,Organic_Carbon,Temperature,Humidity,Rainfall,Sunlight_Hours,Wind_Speed,Region,Altitude,Season,Crop_Type,Irrigation_Type,Fertilizer_Used,Pesticide_Used,Predicted_Yield
4,1,3,2,4,0,2,1,4,1,2,0,3,3,2,2,5,0,1,23.508602150537637
0,2,3,3,4,3,2,3,1,2,3,1,1,1,2,5,0,2,4,10.302058823529412
1,1,4,3,3,1,2,3,2,4,4,1,0,4,5,0,3,3,2,9.72762886597938
3,3,0,2,0,0,4,2,3,0,2,4,0,0,2,2,3,2,1,24.029944444444446
0,1,2,0,1,3,2,1,2,2,1,3,3,2,0,1,0,4,3,11.034971098265904
2,2,3,2,0,5,4,2,3,1,1,0,1,1,2,5,5,2,4,7.74842519685039
0,1,3,1,3,1,3,2,0,4,4,4,2,3,5,2,0,3,0,26.050513833992078
2,3,3,3,0,3,4,4,1,1,4,1,2,1,5,0,5,0,2,5.338695652173913
4,2,0,0,0,0,3,3,1,1,3,3,5,1,5,1,5,4,0,9.537285067873302
2,2,1,1,0,0,2,3,4,0,0,2,0,0,2,1,5,2,3,9.537285067873302
4,4,3,4,4,0,4,0,1,2,0,2,1,4,5,5,1,0,4,8.16909090909091
3,0,0,0,3,5,1,4,4,3,3,1,5,2,0,5,3,0,0,8.938058252427181
0,4,1,3,1,1,4,2,4,0,1,1,1,1,2,0,0,2,0,6.5166134185303495
4,1,0,0,1,0,0,1,3,3,3,3,0,3,2,3,1,0,0,8.768073394495408
1,2,0,0,0,1,3,2,1,3,3,2,1,0,5,5,0,1,3,7.74842519685039
3,1,1,3,0,5,0,4,1,0,2,0,5,4,0,0,3,0,0,5.338695652173913
0,0,0,2,1,3,1,2,3,3,4,1,3,1,0,1,5,4,4,11.034971098265904
1,0,3,2,1,1,2,3,1,4,4,3,3,4,0,0,3,1,1,8.171690821256044
3,1,3,4,3,3,0,2,1,1,0,1,3,4,2,5,1,4,2,9.010185185185188
0,0,3,4,1,1,4,2,4,0,3,3,5,1,5,4,0,3,3,74.78376146788992
4,4,0,4,4,0,3,2,1,1,4,1,0,0,5,5,3,3,0,10.1746875
3,4,1,3,1,0,4,2,4,0,4,3,0,1,5,0,1,4,0,8.074245283018866
3,4,2,2,4,3,4,0,2,3,2,2,3,4,2,2,3,0,0,25.472265193370177
1,0,2,2,3,1,3,2,2,0,4,0,2,4,0,2,1,3,3,24.92750000000001
2,3,0,3,4,5,1,4,3,0,4,3,0,2,2,4,1,3,0,75.71182608695652
4,4,0,2,3,1,3,3,3,1,2,2,5,1,2,5,3,1,1,8.16909090909091
2,2,3,0,2,3,2,1,2,3,2,2,0,1,2,3,0,2,2,10.164502617801048
1,2,4,0,2,1,1,4,3,3,3,4,5,1,0,4,3,4,3,75.74634615384616
3,3,0,1,1,1,1,4,1,2,0,1,3,2,0,0,5,4,1,8.074245283018866
0,4,2,0,1,3,3,0,4,2,3,4,5,2,2,4,3,2,3,74.61652631578949
0,0,0,1,1,3,1,0,1,3,4,0,1,0,5,4,0,1,1,75.35153005464484
4,1,4,3,1,3,1,2,3,2,2,4,5,4,5,0,1,0,3,6.5166134185303495
2,0,2,0,0,1,2,2,1,3,3,2,1,3,2,3,1,1,2,9.612916666666669
0,2,0,3,1,3,1,3,3,4,2,2,0,4,5,0,5,1,4,8.171690821256044
3,3,1,3,4,3,4,1,0,0,2,4,3,1,0,4,1,0,1,73.27591304347824
4,3,1,0,4,5,3,1,1,1,2,3,2,0,5,0,0,4,3,8.074245283018866
4,4,3,0,3,5,1,1,4,2,1,2,1,2,2,1,5,4,2,11.034971098265904
3,4,0,0,1,5,4,1,2,4,3,1,1,1,2,0,0,0,4,6.877452229299362
0,2,4,2,1,3,1,0,2,4,2,3,2,1,5,3,3,4,4,10.942600732600736
2,3,1,3,1,3,2,2,1,0,0,0,0,2,5,0,3,3,4,6.5166134185303495
0,4,3,2,2,5,2,2,2,1,2,1,3,1,0,1,5,1,3,8.675300546448087
2,4,4,1,4,0,0,1,4,3,0,0,2,3,0,2,3,0,1,25.472265193370177
1,2,0,2,0,0,2,2,1,4,3,2,1,2,0,1,1,4,0,11.034971098265904
4,4,1,3,2,5,0,1,2,0,0,0,3,4,0,2,5,4,1,24.92750000000001
1,4,1,0,3,5,0,2,3,2,4,4,3,0,5,4,1,2,0,74.61652631578949
4,0,0,3,1,0,3,0,2,2,4,1,2,4,2,0,3,4,1,8.074245283018866
2,3,0,3,4,5,1,0,1,0,4,3,3,1,2,0,5,2,4,6.5166134185303495
2,2,1,1,1,3,0,0,0,4,1,1,5,2,5,3,1,2,2,10.164502617801048
2,1,3,2,4,5,3,0,0,0,1,3,3,2,5,0,0,0,2,6.5166134185303495
1,4,1,0,2,1,3,2,1,4,1,1,1,4,2,5,3,0,1,8.938058252427181
2,0,0,1,0,0,2,4,0,0,4,1,2,4,2,1,5,1,2,7.823953488372093
1,1,3,0,1,3,4,2,3,4,1,2,5,0,5,3,1,4,4,10.942600732600736
0,0,2,0,0,0,4,3,0,2,2,1,3,1,5,2,1,1,1,24.509677419354837
4,3,3,1,1,5,2,0,4,1,4,0,5,3,2,3,1,4,1,8.945600000000002
1,1,2,3,4,0,3,4,2,3,3,2,2,4,0,2,5,3,3,26.050513833992078
2,1,2,4,3,5,1,0,2,1,3,3,1,2,0,4,1,2,4,74.18192660550459
2,3,2,3,3,3,3,1,0,0,2,1,5,3,0,0,3,1,2,6.5166134185303495
4,3,1,2,2,3,4,4,0,1,3,4,2,3,2,0,0,1,3,6.5166134185303495
3,2,0,5,1,0,3,1,4,4,3,4,0,0,2,0,1,3,0,8.849047619047626
2,2,2,1,1,3,1,1,3,1,3,1,1,0,5,2,3,4,3,24.029944444444446
4,2,3,0,0,0,4,3,0,2,5,1,0,2,5,4,0,4,0,74.78376146788992
2,1,2,2,0,0,4,4,3,2,0,0,5,0,5,0,1,1,4,6.5166134185303495
2,2,2,2,1,0,0,1,0,4,4,1,2,1,2,0,0,4,2,8.849047619047626
0,2,3,1,2,0,3,3,3,0,1,4,5,1,2,1,5,3,0,9.537285067873302
3,3,3,3,1,1,4,3,4,4,3,3,5,2,5,0,0,3,4,8.849047619047626
1,4,2,0,4,1,1,3,3,3,4,4,0,1,0,3,5,0,3,8.768073394495408
4,2,4,2,0,5,1,4,4,1,3,1,5,0,5,0,3,3,1,7.221184210526316
1,0,4,2,0,3,3,0,3,4,1,2,1,3,0,5,3,0,0,7.74842519685039
2,0,4,4,3,1,0,3,0,0,1,1,1,4,5,5,1,2,3,7.846071428571428
0,2,3,4,3,1,3,0,3,3,2,3,5,3,0,5,1,3,3,10.302058823529412
2,4,4,3,4,3,1,1,2,3,4,3,5,3,2,1,1,0,1,10.23457831325301
3,0,0,1,2,0,2,1,4,4,3,0,1,0,0,5,5,4,3,11.379772727272728
1,3,1,3,0,1,4,4,2,4,2,0,1,3,5,5,0,4,0,9.81144578313253
4,0,1,1,4,1,3,0,0,2,4,0,5,4,5,4,3,3,4,76.54311111111109
5,2,3,4,4,1,0,3,0,1,1,1,3,2,0,5,1,3,1,10.1746875
3,0,3,4,4,1,3,4,2,2,2,3,1,0,2,2,1,2,0,25.472265193370177
2,3,3,2,4,0,2,0,2,0,1,3,3,2,5,5,1,1,4,7.846071428571428
2,4,2,3,0,3,4,3,4,2,3,1,3,4,5,0,0,3,1,7.221184210526316
0,0,1,2,4,1,1,0,0,0,1,4,0,4,2,2,1,0,3,23.508602150537637
1,2,2,0,4,1,2,4,4,4,3,3,1,3,5,2,0,2,3,25.472265193370177
3,3,4,3,2,1,1,4,2,2,3,4,1,4,2,3,1,2,0,9.811140939597317
4,1,0,2,3,1,2,3,2,0,4,3,1,1,5,3,5,3,2,9.811140939597317
4,0,2,4,3,3,1,2,2,0,2,3,1,0,5,5,3,4,4,9.010185185185188
2,4,1,1,1,0,4,4,1,1,2,4,0,1,0,0,1,3,0,8.074245283018866
1,1,1,4,2,5,3,0,0,0,2,4,0,4,5,2,5,4,2,24.92750000000001
1,1,0,3,4,3,4,0,0,2,0,1,2,1,2,5,0,2,2,8.16909090909091
3,2,1,4,2,1,3,4,1,0,2,3,0,4,0,3,5,4,4,8.945600000000002
2,1,1,1,2,5,0,2,3,4,0,2,1,4,2,5,5,0,3,8.938058252427181
1,0,0,2,2,1,0,4,3,2,3,1,3,0,0,5,5,0,4,8.16909090909091
2,3,0,4,1,3,2,1,3,3,1,0,1,1,0,3,1,3,4,10.164502617801048
4,1,3,3,3,0,4,2,4,1,2,0,1,0,5,5,0,0,2,8.16909090909091
1,3,1,1,2,5,4,1,2,3,1,4,3,4,0,4,0,4,0,77.22950000000002
2,2,0,2,1,5,4,4,3,2,1,0,3,2,2,4,1,0,4,73.27591304347824
4,0,5,4,4,0,2,2,3,3,4,4,5,3,0,4,0,2,0,74.61652631578949
5,2,2,3,4,0,0,3,4,3,4,4,0,4,0,0,0,4,2,9.72762886597938
4,4,5,3,0,5,0,3,3,3,2,2,2,4,5,3,0,2,0,10.164502617801048
0,1,0,4,3,5,4,1,0,0,4,3,0,3,5,4,1,2,4,74.18192660550459
1,1,4,2,2,5,0,4,3,1,3,2,0,0,0,0,1,2,0,6.5166134185303495
4,1,0,4,2,5,0,2,1,3,2,1,2,3,0,5,5,0,1,8.938058252427181
3,0,2,2,1,0,3,4,1,4,0,3,3,4,2,0,5,2,4,8.171690821256044
0,1,5,1,2,3,0,4,1,3,4,2,3,4,5,4,5,4,0,77.22950000000002
2,1,1,0,1,3,3,0,4,4,1,4,1,2,2,3,5,0,3,9.612916666666669
4,1,3,1,0,0,0,3,2,1,3,4,2,3,0,4,3,3,3,74.78376146788992
4,1,0,2,1,3,1,3,2,0,4,4,1,1,2,4,1,3,0,74.78376146788992
0,1,1,3,3,3,0,4,0,1,2,3,5,1,5,5,5,4,4,9.010185185185188
1,5,2,4,0,1,3,2,1,3,3,2,3,4,2,4,1,0,0,73.78021739130435
2,2,3,4,1,3,2,3,4,1,0,2,5,2,5,1,1,3,3,9.537285067873302
3,2,4,0,0,5,0,4,2,3,2,1,0,1,5,0,0,4,2,8.849047619047626
0,4,1,3,1,3,0,4,2,3,1,3,0,1,2,3,3,0,0,8.768073394495408
2,1,4,3,0,0,4,4,0,3,2,0,2,4,0,4,5,1,2,75.35153005464484
0,4,1,0,1,3,3,2,1,3,3,4,2,4,0,0,5,2,3,8.171690821256044
1,0,1,2,4,0,3,0,0,1,0,0,3,2,5,5,5,0,0,7.0563636363636375
3,0,1,1,3,5,2,4,0,0,2,3,2,1,2,0,1,0,4,5.338695652173913
0,0,4,0,3,1,2,3,1,0,4,1,3,2,2,2,5,0,1,23.508602150537637
0,4,1,0,2,1,3,0,0,4,0,4,5,3,2,3,5,0,0,9.612916666666669
3,3,2,3,4,3,4,4,3,3,3,3,2,0,5,5,3,2,4,10.302058823529412
0,1,4,3,2,3,0,3,3,1,2,3,0,2,0,2,3,2,2,24.92750000000001
4,1,4,3,0,0,4,0,3,2,3,3,3,0,0,3,0,2,4,10.164502617801048
0,0,4,3,4,1,3,0,1,0,0,0,5,4,0,0,1,4,1,8.074245283018866
3,1,4,0,0,5,2,4,1,3,4,1,1,4,5,1,5,2,2,11.034971098265904
0,0,0,0,4,0,2,4,2,4,4,2,3,2,0,1,3,4,4,12.080891089108912
3,1,3,1,2,3,4,1,0,3,3,1,0,4,5,5,1,3,1,10.302058823529412
3,4,3,2,0,1,3,2,0,3,4,0,2,1,2,2,5,3,2,26.050513833992078
2,3,0,4,4,3,0,1,3,4,1,1,5,3,0,0,1,0,4,6.877452229299362
0,4,0,3,0,1,2,4,4,2,1,2,1,4,2,2,1,2,3,24.509677419354837
3,3,4,1,0,0,4,2,1,3,0,0,2,2,0,2,5,4,3,26.050513833992078
4,3,3,0,2,5,3,1,3,4,0,3,3,4,0,2,5,4,1,26.050513833992078
3,2,0,3,3,5,4,3,1,3,0,0,0,4,0,5,0,4,2,10.302058823529412
1,3,4,3,0,5,3,2,2,2,3,4,1,3,5,2,3,3,0,26.050513833992078
2,4,4,3,3,5,2,2,4,2,3,1,1,4,0,0,1,2,4,8.171690821256044
3,1,0,1,3,5,3,2,3,3,0,1,2,2,5,2,3,3,2,26.050513833992078
4,3,3,2,0,3,3,2,4,0,1,1,5,4,0,2,3,1,2,24.029944444444446
3,3,2,1,3,3,3,0,3,1,1,2,0,0,2,2,0,1,1,24.92750000000001
1,4,0,4,4,5,3,4,2,0,3,4,5,1,5,2,5,3,4,24.92750000000001
4,4,4,0,4,1,4,0,3,3,3,2,5,1,0,4,0,1,3,75.35153005464484
1,3,3,1,0,0,1,3,3,4,3,4,5,4,2,4,0,0,0,74.69249999999998
1,1,0,3,3,1,4,1,2,1,3,4,2,2,0,3,1,4,3,9.811140939597317
4,3,0,1,4,1,2,0,0,1,3,3,5,0,0,3,5,2,0,9.811140939597317
3,3,2,3,4,5,4,3,1,0,3,0,1,2,0,0,0,1,1,6.5166134185303495
0,3,3,0,1,1,3,3,1,0,2,1,0,3,0,1,1,2,2,9.537285067873302
1,1,3,0,1,3,4,3,2,2,2,3,1,1,5,2,3,0,3,24.509677419354837
2,1,1,4,0,0,2,2,1,1,4,3,3,4,2,2,5,1,3,22.637553191489346
3,0,4,1,1,0,0,2,1,4,3,3,5,0,2,3,1,2,2,9.612916666666669
0,0,0,0,0,0,3,2,0,4,0,2,5,0,5,2,0,0,1,24.509677419354837
1,0,0,0,3,1,3,4,1,2,4,4,2,1,5,1,1,3,2,11.034971098265904
0,1,3,4,0,0,3,0,2,0,2,2,2,1,2,3,3,0,3,7.288068965517241
4,4,2,3,4,0,3,0,0,1,1,3,3,3,0,3,0,4,1,9.811140939597317
4,3,4,4,0,3,0,4,0,0,1,1,0,1,5,3,5,3,2,8.945600000000002
2,3,3,4,2,5,4,1,0,3,2,1,1,4,0,3,5,2,2,10.164502617801048
0,5,2,3,1,5,1,3,4,4,1,1,0,3,0,0,1,4,0,8.849047619047626
2,5,1,2,3,3,2,1,0,2,2,3,3,3,0,5,5,0,4,8.16909090909091
3,1,0,4,2,3,2,4,2,2,2,0,0,2,5,3,1,3,4,10.942600732600736
1,1,4,2,2,5,4,1,3,4,2,1,2,0,0,0,0,0,3,6.877452229299362
3,1,0,4,0,1,3,2,1,1,2,0,1,2,5,3,1,1,4,8.382038834951457
4,0,0,3,0,3,3,0,4,0,1,3,1,1,5,4,1,1,2,72.96228571428571
3,4,4,3,2,0,0,3,0,0,4,0,5,2,0,1,5,2,2,9.537285067873302
3,4,2,1,1,3,1,2,4,3,2,0,5,4,0,2,3,3,3,26.050513833992078
0,1,1,3,0,1,2,4,1,1,0,3,2,2,5,4,3,1,3,72.96228571428571
2,1,3,2,1,3,0,0,1,4,1,1,5,3,0,1,0,2,3,11.034971098265904
1,3,2,2,3,0,2,1,2,4,3,4,5,4,2,4,0,1,3,74.61652631578949
4,4,0,4,2,3,1,0,4,4,3,4,2,4,2,2,5,0,4,24.509677419354837
2,3,0,2,0,3,4,1,3,2,0,2,0,2,5,3,5,4,3,10.942600732600736
3,1,2,0,0,3,4,1,4,2,4,0,0,0,5,5,5,2,2,7.74842519685039
1,3,0,3,1,5,2,1,0,4,3,2,3,1,0,1,1,0,0,9.285496183206106
3,4,3,3,1,5,1,1,4,1,1,4,1,3,2,4,3,4,3,74.78376146788992
4,2,0,4,3,1,0,1,1,2,1,3,0,3,2,5,5,1,0,8.16909090909091
2,3,2,3,4,5,3,1,1,2,4,3,2,0,2,3,3,0,2,8.768073394495408
1,2,4,0,1,1,3,1,0,1,2,2,1,3,2,5,5,0,0,8.16909090909091
4,4,1,0,3,5,3,4,4,4,1,0,3,4,2,3,3,1,3,9.612916666666669
3,3,4,0,3,1,2,0,2,3,1,4,1,1,5,1,5,4,0,11.034971098265904
2,0,3,1,2,1,0,4,0,4,2,1,5,4,2,5,3,2,1,8.938058252427181
3,2,1,4,0,1,0,1,1,0,0,0,2,1,5,4,1,0,3,72.96228571428571
2,4,3,1,2,3,0,0,1,4,0,0,3,1,0,2,0,1,2,24.509677419354837
3,1,2,1,1,3,1,0,0,1,2,0,3,1,0,0,0,0,1,5.338695652173913
0,0,4,3,2,1,0,4,1,2,4,2,3,1,2,1,5,3,1,11.034971098265904
0,2,4,2,0,1,0,4,1,3,4,4,2,0,5,2,5,0,2,24.509677419354837
4,2,4,0,3,3,3,1,4,0,4,0,3,1,5,2,1,2,1,24.92750000000001
0,1,1,2,3,0,0,1,4,3,0,3,5,2,5,0,3,0,3,6.877452229299362
1,2,1,0,1,3,3,4,0,1,0,0,5,3,0,4,0,3,2,73.69958333333335
3,3,4,2,0,1,1,4,4,1,2,0,0,3,5,3,5,1,2,8.382038834951457
1,2,2,3,3,3,3,3,3,2,3,0,3,0,5,3,5,0,1,8.768073394495408
3,1,1,4,4,5,0,4,2,3,3,2,1,0,0,1,3,3,4,12.080891089108912
2,0,3,0,3,1,0,4,2,2,1,4,3,1,5,2,5,2,3,24.92750000000001
1,3,1,1,0,3,0,3,4,2,1,3,1,4,0,4,5,3,1,75.74634615384616
1,4,3,3,1,5,4,1,1,1,4,4,5,4,0,1,1,2,4,9.537285067873302
0,4,0,1,4,3,2,0,1,1,2,4,5,2,0,2,3,0,3,23.508602150537637
1,3,3,2,3,3,3,2,3,4,3,0,5,2,2,3,1,2,2,10.164502617801048
1,4,4,0,0,0,4,1,3,4,2,2,2,3,0,2,1,4,1,26.050513833992078
1,1,4,3,3,3,3,0,1,4,4,3,1,3,2,2,1,3,2,26.050513833992078
3,3,4,4,1,3,0,1,4,1,4,4,0,1,5,4,1,2,1,74.18192660550459
2,2,5,4,2,0,2,2,1,0,3,3,3,3,2,5,1,4,0,9.010185185185188
3,0,4,4,2,3,4,3,1,4,4,4,1,2,2,0,5,0,1,6.877452229299362
3,3,1,0,3,0,3,1,0,2,1,1,1,4,0,1,5,3,0,10.871235955056179
0,0,4,3,1,5,1,4,2,4,2,3,5,0,0,0,5,3,2,8.849047619047626
4,3,4,2,1,0,4,0,4,2,1,1,2,2,5,5,0,3,0,9.81144578313253
1,1,2,4,3,5,2,4,3,4,0,0,1,4,2,3,1,0,0,9.612916666666669
1,2,0,4,3,0,3,2,2,0,3,0,2,1,0,4,3,0,4,73.27591304347824
3,2,4,4,1,5,3,0,4,4,3,4,2,0,0,5,1,1,2,7.74842519685039
3,4,2,4,1,3,2,4,0,4,0,0,2,4,2,0,0,1,4,8.171690821256044
4,1,4,2,0,5,3,1,1,1,4,4,3,1,2,2,3,2,0,24.029944444444446
4,4,2,3,2,5,4,0,4,3,0,2,1,2,0,5,0,1,4,8.16909090909091
3,2,2,4,1,1,2,0,2,0,3,2,5,2,5,3,3,0,3,7.288068965517241
4,0,2,2,0,5,0,2,0,1,3,0,1,0,0,5,0,4,4,9.010185185185188
2,1,0,4,2,3,2,4,2,1,2,0,2,3,5,5,0,3,4,8.082162162162161
1,1,2,4,4,1,0,4,0,0,4,3,1,2,0,1,0,1,4,8.675300546448087
3,0,4,2,4,1,1,3,2,2,1,2,5,4,2,4,1,2,3,75.35153005464484
4,4,1,0,1,0,2,2,3,3,4,0,5,1,5,4,0,2,3,75.35153005464484
0,4,0,0,2,5,1,2,1,3,2,1,2,0,5,1,3,4,0,11.034971098265904
1,4,3,0,1,0,1,1,4,2,1,1,5,2,5,4,3,3,0,73.69958333333335
2,0,4,2,0,0,0,0,4,0,1,4,2,2,0,3,5,1,1,7.288068965517241
3,2,0,2,3,5,1,4,2,0,1,3,1,0,5,0,5,2,2,6.5166134185303495
2,1,4,3,4,0,1,4,1,4,0,0,0,0,2,0,3,1,4,8.171690821256044
0,2,4,2,4,3,1,4,0,2,3,3,1,2,0,5,5,0,3,8.16909090909091
4,4,1,4,4,3,3,4,3,3,2,2,0,2,2,2,1,4,3,26.050513833992078
3,0,2,1,4,5,3,1,1,0,1,2,1,4,0,4,1,0,2,73.27591304347824
0,0,2,4,0,5,3,0,1,2,0,1,5,2,2,1,5,1,0,7.823953488372093
2,0,0,0,4,1,0,4,2,4,0,0,1,2,0,0,5,4,2,9.72762886597938
0,2,4,3,1,5,3,3,4,3,3,2,1,1,2,0,1,3,1,8.849047619047626
0,1,3,3,4,5,2,1,4,3,4,2,1,4,2,4,3,2,2,75.35153005464484
3,1,3,3,2,3,1,4,3,2,1,3,3,1,2,5,3,1,1,8.16909090909091
0,3,3,2,2,3,2,0,3,3,2,2,3,1,5,3,1,1,2,8.768073394495408
3,0,4,0,0,5,2,3,2,3,2,2,0,0,5,1,3,3,3,11.034971098265904
1,0,3,1,0,1,3,4,3,0,1,2,3,0,2,3,3,3,2,8.945600000000002
0,1,0,1,3,3,2,4,4,0,2,1,3,2,0,3,5,1,0,8.382038834951457
3,3,4,2,4,3,3,3,2,0,3,4,5,2,0,0,5,4,0,8.074245283018866
2,1,3,2,1,0,4,1,4,0,4,2,5,1,5,3,3,3,3,8.945600000000002
4,1,1,3,0,5,4,0,4,2,4,1,0,2,2,2,5,2,1,24.509677419354837
4,1,3,4,1,0,1,1,0,4,4,0,5,3,5,2,1,3,1,26.050513833992078
2,3,4,4,1,5,2,3,4,3,4,1,0,1,0,2,0,0,3,24.509677419354837
3,2,0,2,1,1,1,1,1,3,1,0,5,1,5,1,0,1,2,9.285496183206106
4,3,0,0,0,0,2,2,4,4,3,2,0,1,5,0,0,3,3,8.849047619047626
2,1,3,3,1,3,3,2,4,4,2,1,0,3,0,1,1,1,0,9.285496183206106
2,4,1,2,4,5,0,1,4,1,2,1,1,2,2,5,0,0,3,8.16909090909091
4,0,3,2,4,5,0,4,2,0,1,0,0,0,5,3,3,0,2,7.288068965517241
4,0,3,2,1,0,0,1,0,3,4,4,0,3,5,0,0,2,2,8.171690821256044
4,1,2,3,4,0,1,4,1,2,3,4,0,0,2,2,5,4,4,27.17615384615385
2,4,1,4,1,1,3,1,1,4,4,4,2,4,0,0,5,4,4,8.849047619047626
3,3,1,4,3,3,2,4,1,4,4,3,0,4,2,2,1,1,3,25.472265193370177
3,3,1,4,3,1,2,3,4,4,1,2,1,1,5,1,3,0,0,10.23457831325301
1,2,0,4,0,3,2,3,0,3,4,4,2,4,0,0,0,3,3,8.849047619047626
4,1,4,4,1,3,0,2,3,3,1,2,1,0,2,4,3,4,0,76.54311111111109
3,0,2,0,4,5,0,4,2,3,0,1,1,4,5,1,3,4,1,12.080891089108912
1,0,3,4,0,3,4,2,0,1,0,1,1,1,5,1,0,1,3,7.823953488372093
0,3,0,0,0,0,2,0,1,0,1,1,5,0,0,5,1,2,4,6.999615384615385
0,0,3,3,4,5,2,1,4,2,1,2,0,3,2,4,1,0,1,73.78021739130435
4,4,2,0,0,1,3,0,4,3,1,3,5,4,0,3,5,0,1,8.768073394495408
4,2,2,1,2,3,0,2,2,4,4,0,1,1,0,5,1,0,0,8.938058252427181
4,2,4,0,4,5,4,3,0,0,1,0,0,0,2,3,3,4,2,9.811140939597317
2,0,0,2,4,0,3,1,0,0,3,0,1,1,5,5,3,2,2,7.846071428571428
3,2,0,2,4,1,0,0,3,4,4,1,5,4,2,3,1,1,2,9.612916666666669
3,3,0,0,2,5,0,3,3,1,1,3,3,3,5,4,5,4,1,75.71182608695652
3,1,4,4,0,5,0,0,4,3,4,0,2,2,5,2,1,1,2,24.509677419354837
3,1,4,4,3,0,1,4,1,0,3,2,1,2,0,0,3,2,1,6.5166134185303495
1,1,3,3,3,0,1,4,3,4,4,1,5,0,0,3,1,2,4,10.164502617801048
3,2,0,4,2,3,0,4,2,3,2,4,5,2,0,1,3,0,0,10.23457831325301
0,4,2,3,4,1,1,1,0,0,3,4,0,0,5,1,1,0,0,8.675300546448087
4,1,0,4,4,5,2,3,1,1,3,1,5,0,2,3,3,4,4,9.811140939597317
3,2,3,2,3,0,0,0,1,4,2,4,3,0,0,3,3,2,3,10.164502617801048
1,2,2,2,0,0,1,0,2,4,4,4,1,3,5,0,1,1,4,8.171690821256044
4,2,2,4,0,5,2,2,1,0,4,2,0,1,2,4,3,0,2,72.96228571428571
2,3,4,1,2,0,3,2,2,1,1,1,1,0,2,1,5,0,1,8.675300546448087
2,0,0,0,1,0,4,3,3,1,0,0,3,4,2,2,1,4,4,24.029944444444446
0,3,4,3,0,3,2,1,2,2,4,2,0,0,5,4,3,1,3,73.78021739130435
4,3,4,1,3,5,0,2,1,1,3,4,3,2,0,1,0,2,3,9.537285067873302
1,4,3,2,3,3,2,0,3,4,4,1,5,2,2,3,0,0,0,9.612916666666669
1,2,0,1,3,1,4,2,0,2,0,2,3,4,0,2,3,3,2,26.050513833992078
1,5,1,4,0,0,4,3,4,0,4,1,5,4,2,0,3,1,1,6.5166134185303495
3,1,1,4,1,3,3,4,4,1,2,3,2,2,2,0,1,4,1,8.074245283018866
3,2,2,0,0,5,3,3,0,2,4,2,0,3,5,5,1,4,0,8.94265306122449
2,3,5,1,3,1,3,4,3,3,3,2,0,4,5,2,5,4,4,26.050513833992078
1,3,1,0,2,1,0,2,1,0,2,1,2,2,0,2,3,1,1,23.508602150537637
0,2,3,3,2,3,2,2,2,2,0,2,1,0,2,4,5,0,0,73.78021739130435
3,2,1,2,1,3,3,4,1,2,2,2,1,1,2,3,1,3,2,8.945600000000002
1,3,3,2,1,0,0,2,1,0,3,3,5,4,5,4,1,0,2,73.27591304347824
0,5,0,0,4,3,4,3,2,0,4,3,0,2,2,5,0,4,1,8.919565217391302
0,0,3,2,0,3,0,4,1,4,4,1,2,1,5,3,5,0,1,9.612916666666669
3,2,1,1,3,3,0,3,2,2,1,3,5,4,5,2,3,3,1,24.92750000000001
2,2,1,3,0,1,0,0,4,3,0,3,5,0,0,5,3,0,3,7.74842519685039
2,4,1,1,0,5,2,0,4,1,2,3,2,2,5,1,5,3,1,9.537285067873302
4,1,2,3,1,3,2,1,0,4,1,2,0,3,2,4,5,4,4,76.54311111111109
4,2,4,1,4,1,0,4,3,4,1,3,3,4,5,5,0,1,1,8.938058252427181
4,3,1,1,0,1,3,4,2,3,3,2,3,3,0,2,5,0,2,24.509677419354837
3,1,3,1,4,3,1,3,1,2,3,1,3,3,2,1,1,3,0,12.080891089108912
3,1,0,3,4,1,2,0,3,2,3,3,5,4,0,5,0,0,2,8.16909090909091
1,1,4,2,3,0,2,2,4,4,4,0,5,4,0,4,3,4,3,75.74634615384616
1,4,3,4,2,5,4,4,3,4,0,0,1,0,5,4,3,4,1,75.74634615384616
2,2,0,1,4,0,4,1,3,4,4,0,5,0,0,5,3,3,0,11.379772727272728
2,1,4,0,2,5,1,0,0,1,1,4,1,3,2,2,3,1,3,24.92750000000001
4,4,4,0,1,1,2,3,3,3,1,1,2,0,5,0,5,2,2,8.171690821256044
0,0,2,1,2,3,4,3,4,3,3,2,2,2,2,2,0,1,2,25.472265193370177
1,4,2,0,1,3,1,2,4,1,1,2,0,4,2,4,0,3,1,73.69958333333335
3,3,0,0,1,1,0,4,2,0,3,0,0,0,5,1,5,0,1,7.823953488372093
3,2,0,2,4,3,3,4,4,0,1,0,5,4,0,5,3,3,0,10.1746875
4,1,1,3,3,1,2,3,2,4,3,0,0,4,5,1,1,0,1,10.23457831325301
2,0,4,3,2,0,4,4,0,1,4,1,1,3,0,1,3,4,1,9.537285067873302
4,1,2,2,2,1,2,2,4,4,4,0,2,3,0,1,3,3,1,11.034971098265904
2,0,3,2,4,1,2,3,3,1,2,3,1,3,0,4,0,2,1,74.18192660550459
0,4,3,3,2,0,4,4,0,1,4,0,1,3,0,5,3,1,0,7.846071428571428
3,1,0,1,2,0,1,3,2,1,2,4,3,0,2,4,0,1,1,73.27591304347824
0,0,4,3,2,1,2,2,3,3,1,2,0,1,5,5,1,3,0,10.302058823529412
0,4,1,4,1,0,4,3,1,3,3,0,1,3,0,5,3,4,3,9.81144578313253
